dataset,technique_type,query_index,metric,query_id,metric_score
TrainController,HYBRID,15,AP,35,0.639582318110244
TrainController,HYBRID,16,AP,36,0.008106579888758106
TrainController,HYBRID,17,AP,37,0.6631309905180125
TrainController,HYBRID,18,AP,38,0.5486807855491711
TrainController,HYBRID,19,AP,40,0.6465255731922399
TrainController,HYBRID,20,AP,41,0.6460255858700288
TrainController,HYBRID,21,AP,42,0.10086670992546481
TrainController,HYBRID,22,AP,43,0.2806511586923958
TrainController,HYBRID,23,AP,45,0.6234503123515336
TrainController,HYBRID,24,AP,46,0.25257981907828725
TrainController,HYBRID,25,AP,47,0.573860356768163
TrainController,HYBRID,109,AUC,182,0.7001978425738375
TrainController,HYBRID,26,AP,48,0.5830230434861507
TrainController,HYBRID,86,AUC,151,0.694662961043855
TrainController,HYBRID,56,AUC,92,0.6614536718639596
TrainController,HYBRID,57,AP,93,0.3859747399329103
TrainController,HYBRID,43,AP,67,0.5938451938225674
TrainController,HYBRID,9,AP,16,0.6450337401817446
TrainController,HYBRID,10,AP,23,0.015803783845020958
TrainController,HYBRID,129,AUC,202,0.6792006217909464
TrainController,HYBRID,130,AUC,203,1.0
TrainController,HYBRID,131,AUC,204,1.0
TrainController,HYBRID,133,AUC,210,0.9776632302405498
TrainController,HYBRID,38,AP,61,0.5
TrainController,HYBRID,39,AP,62,0.6342524027079436
TrainController,HYBRID,40,AP,63,0.6434350535480791
TrainController,HYBRID,41,AP,65,0.6136618748626664
TrainController,HYBRID,42,AP,66,0.673672344774688
TrainController,HYBRID,44,AP,68,0.007530284247841499
TrainController,HYBRID,29,AP,52,0.6328775563943558
TrainController,HYBRID,45,AP,70,0.00641025641025641
TrainController,HYBRID,46,AP,71,0.5676984492979946
TrainController,HYBRID,57,AUC,93,0.5473570301896482
TrainController,HYBRID,36,AP,59,0.001996007984031936
TrainController,HYBRID,59,AUC,95,0.5996749729144095
TrainController,HYBRID,48,AP,74,0.5499452841091133
TrainController,HYBRID,49,AP,75,0.562204448984623
TrainController,HYBRID,50,AP,76,0.5577145677720379
TrainController,HYBRID,51,AP,79,0.005912750320175356
TrainController,HYBRID,52,AP,80,0.5605792564242192
TrainController,HYBRID,53,AP,86,0.574015082095108
TrainController,HYBRID,54,AP,87,0.5814722359131573
TrainController,HYBRID,55,AP,88,0.6083899767771421
TrainController,HYBRID,56,AP,92,0.6315439040019719
TrainController,HYBRID,30,AP,53,0.6306542620705018
TrainController,HYBRID,28,AP,50,0.5969031145997165
TrainController,HYBRID,8,AP,11,0.5
TrainController,HYBRID,7,AP,10,0.4947074693532961
TrainController,HYBRID,6,AP,9,0.6307988435776677
TrainController,HYBRID,5,AP,8,0.5486034038909503
TrainController,HYBRID,31,AP,54,0.016666666666666666
TrainController,HYBRID,32,AP,55,0.03275433137344644
TrainController,HYBRID,33,AP,56,0.6614832019193662
TrainController,HYBRID,34,AUC,57,0.9175257731958762
TrainController,HYBRID,33,AUC,56,0.696123227660276
TrainController,HYBRID,32,AUC,55,0.658001155401502
TrainController,HYBRID,31,AUC,54,0.8986254295532646
TrainController,HYBRID,30,AUC,53,0.6572141881388667
TrainController,HYBRID,42,AUC,66,0.6779876583918225
TrainController,HYBRID,34,AP,57,0.02040816326530612
TrainController,HYBRID,12,AP,28,0.013513513513513514
TrainController,HYBRID,35,AP,58,0.034482758620689655
TrainController,HYBRID,37,AP,60,0.003663003663003663
TrainController,HYBRID,128,AUC,201,0.6595812332187102
TrainController,HYBRID,62,AUC,100,0.6152432992604456
TrainController,HYBRID,127,AUC,200,0.5871449432380235
TrainController,HYBRID,125,AUC,198,0.6452258702717979
TrainController,HYBRID,124,AUC,197,0.6027603749587829
TrainController,HYBRID,123,AUC,196,0.6738070563851335
TrainController,HYBRID,122,AUC,195,0.5636864666258421
TrainController,HYBRID,121,AUC,194,0.5049107353148994
TrainController,HYBRID,120,AUC,193,0.9793459552495697
TrainController,HYBRID,132,AUC,205,1.0
TrainController,HYBRID,119,AUC,192,0.9879518072289156
TrainController,HYBRID,13,AP,33,0.6161417493500112
TrainController,HYBRID,1,AP,3,0.583630901575793
TrainController,HYBRID,58,AUC,94,0.4020618556701031
TrainController,HYBRID,2,AP,4,0.22722352345191146
TrainController,HYBRID,3,AP,5,0.6192893560307079
TrainController,HYBRID,4,AP,6,0.6635494425609947
TrainController,HYBRID,126,AUC,199,0.5777238682933723
TrainController,HYBRID,63,AUC,104,0.9153668399768919
TrainController,HYBRID,64,AUC,112,0.6530571388195393
TrainController,HYBRID,65,AUC,114,0.5439052570768341
TrainController,HYBRID,16,AUC,36,0.5488505747126436
TrainController,HYBRID,15,AUC,35,0.6296928729568044
TrainController,HYBRID,14,AUC,34,0.61762212068397
TrainController,HYBRID,13,AUC,33,0.6461797541099439
TrainController,HYBRID,12,AUC,28,0.8745704467353953
TrainController,HYBRID,11,AUC,27,0.5858024400584108
TrainController,HYBRID,10,AUC,23,0.8407917383820998
TrainController,HYBRID,9,AUC,16,0.6486881153139574
TrainController,HYBRID,8,AUC,11,0.9982817869415808
TrainController,HYBRID,7,AUC,10,0.531843233312921
TrainController,HYBRID,18,AUC,38,0.5968957558057374
TrainController,HYBRID,0,AP,1,1.0
TrainController,HYBRID,72,AP,121,0.6786188116424288
TrainController,HYBRID,88,AP,153,0.6499652790883103
TrainController,HYBRID,75,AP,127,0.7000762556666773
TrainController,HYBRID,115,AP,188,0.6422809133247313
TrainController,HYBRID,99,AP,167,0.6407363244573328
TrainController,HYBRID,98,AP,165,0.6453290712343093
TrainController,HYBRID,97,AP,164,0.671416024411188
TrainController,HYBRID,94,AP,161,0.6733552269812783
TrainController,HYBRID,95,AP,162,0.660804528070859
TrainController,HYBRID,93,AP,159,1.0
TrainController,HYBRID,92,AP,158,0.6383179524499207
TrainController,HYBRID,91,AP,157,1.0
TrainController,HYBRID,101,AP,169,0.6783836747216259
TrainController,HYBRID,90,AP,156,1.0
TrainController,HYBRID,107,AP,180,0.26666666666666666
TrainController,HYBRID,102,AP,170,1.0
TrainController,HYBRID,104,AP,176,0.697253072905951
TrainController,DIRECT,57,AP,93,0.42595770315503434
TrainController,HYBRID,19,AUC,40,0.9934185056136275
TrainController,HYBRID,58,AP,94,0.0028653295128939827
TrainController,HYBRID,20,AUC,41,0.6717933016157144
TrainController,HYBRID,27,AUC,49,0.6987290583477759
TrainController,HYBRID,28,AUC,50,0.6195416647039427
TrainController,HYBRID,29,AUC,52,0.6471689669791323
TrainController,HYBRID,55,AUC,88,0.5922558763954967
TrainController,HYBRID,54,AUC,87,0.5355881106034198
TrainController,HYBRID,53,AUC,86,0.5697866126525036
TrainController,HYBRID,52,AUC,80,0.5907602807480333
TrainController,HYBRID,51,AUC,79,0.43850574712643675
TrainController,HYBRID,50,AUC,76,0.5282867775213151
TrainController,HYBRID,49,AUC,75,0.526390786188704
TrainController,HYBRID,48,AUC,74,0.5240472937962222
TrainController,HYBRID,47,AUC,72,0.5931744312026002
TrainController,HYBRID,46,AUC,71,0.6034080738612275
TrainController,HYBRID,45,AUC,70,0.7336769759450172
TrainController,HYBRID,105,AP,177,0.6950151890725925
TrainController,HYBRID,44,AUC,68,0.5614942528735632
TrainController,HYBRID,43,AUC,67,0.6114748692825852
TrainController,HYBRID,41,AUC,65,0.6312120212916295
TrainController,HYBRID,40,AUC,63,0.6692025060059352
TrainController,HYBRID,39,AUC,62,0.6534693108483678
TrainController,HYBRID,3,AUC,5,0.6448372509303312
TrainController,HYBRID,4,AUC,6,0.6970182297800179
TrainController,HYBRID,5,AUC,8,0.5754274812756135
TrainController,HYBRID,6,AUC,9,0.6714282349616092
TrainController,HYBRID,101,LAG_NORMALIZED_INVERTED,169,0.8305284280936455
TrainController,HYBRID,25,AUC,47,0.5907013990296293
TrainController,HYBRID,24,AUC,46,0.6894858463316003
TrainController,HYBRID,23,AUC,45,0.6161265250365067
TrainController,HYBRID,22,AUC,43,0.921107266435986
TrainController,HYBRID,21,AUC,42,0.8188933873144401
TrainController,HYBRID,0,AUC,1,1.0
TrainController,HYBRID,1,AUC,3,0.6445428423383107
TrainController,HYBRID,106,AP,178,0.6503046781935333
TrainController,HYBRID,109,AP,182,0.6563368528874463
TrainController,HYBRID,64,AP,112,0.6321370315430643
TrainController,HYBRID,65,AP,114,0.06539850665863313
TrainController,HYBRID,66,AP,115,0.6182370929459413
TrainController,HYBRID,67,AP,116,0.6340414256241179
TrainController,HYBRID,68,AP,117,0.6176035736816337
TrainController,HYBRID,69,AP,118,0.6570887383799144
TrainController,HYBRID,70,AP,119,0.6344143371896878
TrainController,HYBRID,73,AP,122,1.0
TrainController,HYBRID,87,AP,152,0.6780235499027151
TrainController,HYBRID,74,AP,125,0.6152487802367654
TrainController,HYBRID,76,AP,134,0.5378055645982273
TrainController,HYBRID,77,AP,135,0.5727723779708702
TrainController,HYBRID,78,AP,137,0.015049394379421148
TrainController,HYBRID,79,AP,139,0.63433277667611
TrainController,HYBRID,80,AP,141,0.657850214170864
TrainController,HYBRID,81,AP,146,0.5988491390520503
TrainController,HYBRID,82,AP,147,0.6470251337322225
TrainController,HYBRID,83,AP,148,1.0
TrainController,HYBRID,71,AP,120,0.6576385623678069
TrainController,HYBRID,37,AUC,60,0.5326460481099656
TrainController,HYBRID,36,AUC,59,0.14089347079037806
TrainController,HYBRID,35,AUC,58,0.9518900343642611
TrainController,HYBRID,73,AUC,122,1.0
TrainController,HYBRID,71,AUC,120,0.6819562862122568
TrainController,HYBRID,70,AUC,119,0.6585920203495218
TrainController,HYBRID,69,AUC,118,0.6760798907155307
TrainController,HYBRID,68,AUC,117,0.6383367092185219
TrainController,HYBRID,67,AUC,116,0.6588982052852231
TrainController,HYBRID,66,AUC,115,0.6666705921145603
TrainController,HYBRID,63,AP,104,0.08048575348671431
TrainController,HYBRID,62,AP,100,0.5803609837955049
TrainController,HYBRID,61,AP,98,0.012345679012345678
TrainController,HYBRID,116,AP,189,0.6517065980171696
TrainController,HYBRID,110,AP,183,0.8333333333333333
TrainController,HYBRID,111,AP,184,0.6594310141668271
TrainController,HYBRID,112,AP,185,0.6634270370147425
TrainController,HYBRID,113,AP,186,0.6880689436921564
TrainController,HYBRID,114,AP,187,0.6921037708433714
TrainController,HYBRID,89,AP,155,1.0
TrainController,HYBRID,103,AP,171,0.9166666666666665
TrainController,HYBRID,38,AUC,61,0.9982817869415808
TrainController,HYBRID,117,AP,190,0.6781632339044601
TrainController,HYBRID,59,AP,95,0.574813985028173
TrainController,HYBRID,118,AP,191,0.6492284329365616
TrainController,HYBRID,131,AP,204,1.0
TrainController,HYBRID,119,AP,192,0.5625
TrainController,HYBRID,120,AP,193,0.5384615384615384
TrainController,HYBRID,108,AP,181,0.032342657342657344
TrainController,HYBRID,121,AP,194,0.4817590853421093
TrainController,HYBRID,123,AP,196,0.6789825655972828
TrainController,HYBRID,124,AP,197,0.5895698299125927
TrainController,HYBRID,125,AP,198,0.6532946867162523
TrainController,HYBRID,126,AP,199,0.5613142417047513
TrainController,HYBRID,127,AP,200,0.565601629161242
TrainController,HYBRID,128,AP,201,0.6358075609599969
TrainController,HYBRID,129,AP,202,0.6694705586054949
TrainController,HYBRID,130,AP,203,1.0
TrainController,HYBRID,132,AP,205,1.0
TrainController,HYBRID,133,AP,210,0.07142857142857142
TrainController,HYBRID,60,AP,97,0.6835095879636404
TrainController,HYBRID,86,AP,151,0.6914419297475634
TrainController,HYBRID,85,AP,150,0.6351454598594466
TrainController,HYBRID,84,AP,149,0.6763159459041378
TrainController,HYBRID,122,AP,195,0.5219764564898517
TrainController,DIRECT,56,AP,92,0.5602611797632233
TrainController,DIRECT,44,AUC,68,0.5471264367816092
TrainController,DIRECT,49,LAG_NORMALIZED_INVERTED,75,0.635571906354515
TrainController,DIRECT,40,LAG_NORMALIZED_INVERTED,63,0.6555518394648829
TrainController,DIRECT,9,LAG_NORMALIZED_INVERTED,16,0.6892642140468228
TrainController,DIRECT,8,LAG_NORMALIZED_INVERTED,11,1.0
TrainController,DIRECT,7,LAG_NORMALIZED_INVERTED,10,0.6254180602006689
TrainController,DIRECT,6,LAG_NORMALIZED_INVERTED,9,0.7454113712374582
TrainController,DIRECT,5,LAG_NORMALIZED_INVERTED,8,0.6578862876254181
TrainController,DIRECT,4,LAG_NORMALIZED_INVERTED,6,0.7353779264214046
TrainController,DIRECT,3,LAG_NORMALIZED_INVERTED,5,0.6661471571906354
TrainController,DIRECT,2,LAG_NORMALIZED_INVERTED,4,0.7276666666666667
TrainController,DIRECT,1,LAG_NORMALIZED_INVERTED,3,0.6874715719063546
TrainController,DIRECT,0,LAG_NORMALIZED_INVERTED,1,1.0
TrainController,DIRECT,11,LAG_NORMALIZED_INVERTED,27,0.6556989966555185
TrainController,DIRECT,12,LAG_NORMALIZED_INVERTED,28,0.694
TrainController,DIRECT,14,LAG_NORMALIZED_INVERTED,34,0.6763545150501672
TrainController,DIRECT,10,LAG_NORMALIZED_INVERTED,23,0.882
TrainController,DIRECT,70,LAG_NORMALIZED_INVERTED,119,0.6727491638795986
TrainController,DIRECT,69,LAG_NORMALIZED_INVERTED,118,0.675799331103679
TrainController,DIRECT,68,LAG_NORMALIZED_INVERTED,117,0.6743076923076923
TrainController,DIRECT,67,LAG_NORMALIZED_INVERTED,116,0.6554916387959866
TrainController,DIRECT,66,LAG_NORMALIZED_INVERTED,115,0.6619598662207358
TrainController,DIRECT,65,LAG_NORMALIZED_INVERTED,114,0.6786666666666668
TrainController,DIRECT,64,LAG_NORMALIZED_INVERTED,112,0.6535585284280936
TrainController,DIRECT,63,LAG_NORMALIZED_INVERTED,104,0.9056666666666666
TrainController,DIRECT,62,LAG_NORMALIZED_INVERTED,100,0.6432842809364548
TrainController,DIRECT,61,LAG_NORMALIZED_INVERTED,98,0.954
TrainController,DIRECT,60,LAG_NORMALIZED_INVERTED,97,0.7160936454849498
TrainController,DIRECT,59,LAG_NORMALIZED_INVERTED,95,0.7036120401337793
TrainController,DIRECT,71,LAG_NORMALIZED_INVERTED,120,0.678448160535117
TrainController,DIRECT,121,LAG_NORMALIZED_INVERTED,194,0.6202140468227425
TrainController,DIRECT,39,LAG_NORMALIZED_INVERTED,62,0.660923076923077
TrainController,DIRECT,24,LAG_NORMALIZED_INVERTED,46,0.7823333333333333
TrainController,DIRECT,42,LAG_NORMALIZED_INVERTED,66,0.6673244147157191
TrainController,DIRECT,121,AUC,194,0.41343798577417684
TrainController,DIRECT,120,LAG_NORMALIZED_INVERTED,193,0.968
TrainController,DIRECT,122,LAG_NORMALIZED_INVERTED,195,0.6276254180602007
TrainController,DIRECT,43,LAG_NORMALIZED_INVERTED,67,0.6721404682274248
TrainController,DIRECT,41,LAG_NORMALIZED_INVERTED,65,0.6666220735785953
TrainController,DIRECT,37,LAG_NORMALIZED_INVERTED,60,0.646
TrainController,DIRECT,36,LAG_NORMALIZED_INVERTED,59,0.04799999999999993
TrainController,DIRECT,35,LAG_NORMALIZED_INVERTED,58,0.942
TrainController,DIRECT,34,LAG_NORMALIZED_INVERTED,57,0.872
TrainController,DIRECT,33,LAG_NORMALIZED_INVERTED,56,0.7629498327759198
TrainController,DIRECT,32,LAG_NORMALIZED_INVERTED,55,0.665
TrainController,DIRECT,31,LAG_NORMALIZED_INVERTED,54,0.738
TrainController,DIRECT,30,LAG_NORMALIZED_INVERTED,53,0.6572040133779264
TrainController,DIRECT,29,LAG_NORMALIZED_INVERTED,52,0.6797725752508361
TrainController,DIRECT,13,LAG_NORMALIZED_INVERTED,33,0.6580802675585284
TrainController,DIRECT,28,LAG_NORMALIZED_INVERTED,50,0.6680133779264215
TrainController,DIRECT,26,LAG_NORMALIZED_INVERTED,48,0.6931304347826086
TrainController,DIRECT,38,LAG_NORMALIZED_INVERTED,61,0.996
TrainController,DIRECT,25,LAG_NORMALIZED_INVERTED,47,0.6827224080267558
TrainController,DIRECT,23,LAG_NORMALIZED_INVERTED,45,0.6840668896321069
TrainController,DIRECT,22,LAG_NORMALIZED_INVERTED,43,0.8284
TrainController,DIRECT,21,LAG_NORMALIZED_INVERTED,42,0.7576923076923077
TrainController,DIRECT,20,LAG_NORMALIZED_INVERTED,41,0.7069565217391305
TrainController,DIRECT,19,LAG_NORMALIZED_INVERTED,40,0.9915555555555555
TrainController,DIRECT,18,LAG_NORMALIZED_INVERTED,38,0.6411371237458194
TrainController,DIRECT,17,LAG_NORMALIZED_INVERTED,37,0.702361204013378
TrainController,DIRECT,16,LAG_NORMALIZED_INVERTED,36,0.30133333333333334
TrainController,DIRECT,15,LAG_NORMALIZED_INVERTED,35,0.6529899665551839
TrainController,DIRECT,27,LAG_NORMALIZED_INVERTED,49,0.8063333333333333
TrainController,DIRECT,58,LAG_NORMALIZED_INVERTED,94,0.03200000000000003
TrainController,DIRECT,89,AUC,155,1.0
TrainController,DIRECT,56,LAG_NORMALIZED_INVERTED,92,0.7226956521739131
TrainController,DIRECT,54,LAG_NORMALIZED_INVERTED,87,0.6480066889632107
TrainController,DIRECT,117,LAG_NORMALIZED_INVERTED,190,0.7705083612040133
TrainController,DIRECT,131,LAG_NORMALIZED_INVERTED,204,1.0
TrainController,DIRECT,133,LAG_NORMALIZED_INVERTED,210,0.952
TrainController,DIRECT,104,LAG_NORMALIZED_INVERTED,176,0.7595317725752508
TrainController,DIRECT,113,LAG_NORMALIZED_INVERTED,186,0.7797123745819398
TrainController,DIRECT,102,LAG_NORMALIZED_INVERTED,170,1.0
TrainController,DIRECT,72,LAG_NORMALIZED_INVERTED,121,0.7031438127090301
TrainController,DIRECT,74,LAG_NORMALIZED_INVERTED,125,0.6738595317725753
TrainController,DIRECT,44,LAG_NORMALIZED_INVERTED,68,0.47466666666666657
TrainController,DIRECT,87,LAG_NORMALIZED_INVERTED,152,0.7105752508361204
TrainController,DIRECT,100,LAG_NORMALIZED_INVERTED,168,0.9584615384615385
TrainController,DIRECT,99,LAG_NORMALIZED_INVERTED,167,0.7595384615384615
TrainController,DIRECT,98,LAG_NORMALIZED_INVERTED,165,0.7585819397993311
TrainController,DIRECT,130,LAG_NORMALIZED_INVERTED,203,1.0
TrainController,DIRECT,97,LAG_NORMALIZED_INVERTED,164,0.7553444816053512
TrainController,DIRECT,95,LAG_NORMALIZED_INVERTED,162,0.7206354515050166
TrainController,DIRECT,94,LAG_NORMALIZED_INVERTED,161,0.7156454849498328
TrainController,DIRECT,93,LAG_NORMALIZED_INVERTED,159,1.0
TrainController,DIRECT,92,LAG_NORMALIZED_INVERTED,158,0.7181070234113712
TrainController,DIRECT,91,LAG_NORMALIZED_INVERTED,157,1.0
TrainController,DIRECT,90,LAG_NORMALIZED_INVERTED,156,1.0
TrainController,DIRECT,89,LAG_NORMALIZED_INVERTED,155,1.0
TrainController,DIRECT,73,LAG_NORMALIZED_INVERTED,122,1.0
TrainController,DIRECT,86,LAG_NORMALIZED_INVERTED,151,0.7476454849498327
TrainController,DIRECT,85,LAG_NORMALIZED_INVERTED,150,0.6852976588628763
TrainController,DIRECT,84,LAG_NORMALIZED_INVERTED,149,0.7047826086956521
TrainController,DIRECT,83,LAG_NORMALIZED_INVERTED,148,1.0
TrainController,DIRECT,82,LAG_NORMALIZED_INVERTED,147,0.730742474916388
TrainController,DIRECT,96,LAG_NORMALIZED_INVERTED,163,0.7127692307692308
TrainController,DIRECT,105,LAG_NORMALIZED_INVERTED,177,0.6948494983277591
TrainController,DIRECT,106,LAG_NORMALIZED_INVERTED,178,0.692608695652174
TrainController,DIRECT,107,LAG_NORMALIZED_INVERTED,180,0.988
TrainController,DIRECT,53,LAG_NORMALIZED_INVERTED,86,0.690180602006689
TrainController,DIRECT,52,LAG_NORMALIZED_INVERTED,80,0.6513578595317726
TrainController,DIRECT,51,LAG_NORMALIZED_INVERTED,79,0.23199999999999998
TrainController,DIRECT,50,LAG_NORMALIZED_INVERTED,76,0.6320267558528427
TrainController,DIRECT,48,LAG_NORMALIZED_INVERTED,74,0.631190635451505
TrainController,DIRECT,47,LAG_NORMALIZED_INVERTED,72,0.6451705685618729
TrainController,DIRECT,46,LAG_NORMALIZED_INVERTED,71,0.65238127090301
TrainController,DIRECT,101,LAG_NORMALIZED_INVERTED,169,0.7456989966555183
TrainController,DIRECT,45,LAG_NORMALIZED_INVERTED,70,0.6519999999999999
TrainController,DIRECT,103,LAG_NORMALIZED_INVERTED,171,0.9986666666666667
TrainController,DIRECT,132,LAG_NORMALIZED_INVERTED,205,1.0
TrainController,DIRECT,129,LAG_NORMALIZED_INVERTED,202,0.6652976588628763
TrainController,DIRECT,123,LAG_NORMALIZED_INVERTED,196,0.6794983277591973
TrainController,DIRECT,125,LAG_NORMALIZED_INVERTED,198,0.71123745819398
TrainController,DIRECT,126,LAG_NORMALIZED_INVERTED,199,0.6399264214046823
TrainController,DIRECT,127,LAG_NORMALIZED_INVERTED,200,0.6349030100334448
TrainController,DIRECT,128,LAG_NORMALIZED_INVERTED,201,0.6657591973244148
TrainController,DIRECT,119,LAG_NORMALIZED_INVERTED,192,0.983
TrainController,DIRECT,124,LAG_NORMALIZED_INVERTED,197,0.6527625418060201
TrainController,DIRECT,118,LAG_NORMALIZED_INVERTED,191,0.683571906354515
TrainController,DIRECT,111,LAG_NORMALIZED_INVERTED,184,0.7711170568561874
TrainController,DIRECT,116,LAG_NORMALIZED_INVERTED,189,0.7176254180602006
TrainController,DIRECT,115,LAG_NORMALIZED_INVERTED,188,0.6994247491638796
TrainController,DIRECT,57,LAG_NORMALIZED_INVERTED,93,0.7873504273504274
TrainController,DIRECT,114,LAG_NORMALIZED_INVERTED,187,0.7242675585284281
TrainController,DIRECT,112,LAG_NORMALIZED_INVERTED,185,0.7809765886287625
TrainController,DIRECT,110,LAG_NORMALIZED_INVERTED,183,0.998
TrainController,DIRECT,109,LAG_NORMALIZED_INVERTED,182,0.7223612040133779
TrainController,DIRECT,108,LAG_NORMALIZED_INVERTED,181,0.613
TrainController,DIRECT,55,LAG_NORMALIZED_INVERTED,88,0.6723678929765886
TrainController,DIRECT,76,AUC,134,0.45504969617033303
TrainController,DIRECT,77,AUC,135,0.4758584954543313
TrainController,DIRECT,78,AUC,137,0.8063218390804597
TrainController,DIRECT,10,AUC,23,0.8984509466437176
TrainController,DIRECT,9,AUC,16,0.5596825097743653
TrainController,DIRECT,8,AUC,11,1.0
TrainController,DIRECT,7,AUC,10,0.43436454849498324
TrainController,DIRECT,6,AUC,9,0.589076263601677
TrainController,DIRECT,5,AUC,8,0.49385274859861505
TrainController,DIRECT,4,AUC,6,0.6041970888878421
TrainController,DIRECT,3,AUC,5,0.5349345235291346
TrainController,DIRECT,2,AUC,4,0.6711438474870017
TrainController,DIRECT,1,AUC,3,0.527792171086721
TrainController,DIRECT,12,AUC,28,0.7371134020618557
TrainController,DIRECT,71,AUC,120,0.5447854350181356
TrainController,DIRECT,70,AUC,119,0.5323025107164727
TrainController,DIRECT,11,AUC,27,0.48033939422488103
TrainController,DIRECT,69,AUC,118,0.5298883602619058
TrainController,DIRECT,67,AUC,116,0.5265674313439164
TrainController,DIRECT,66,AUC,115,0.5297705968250979
TrainController,DIRECT,65,AUC,114,0.639370306181398
TrainController,DIRECT,64,AUC,112,0.5461043855103868
TrainController,DIRECT,63,AUC,104,0.9182553437319468
TrainController,DIRECT,62,AUC,100,0.5049460643459419
TrainController,DIRECT,61,AUC,98,0.9604810996563574
TrainController,DIRECT,60,AUC,97,0.5793077865184418
TrainController,DIRECT,72,AUC,121,0.5758985350228462
TrainController,DIRECT,59,AUC,95,0.478096000753686
TrainController,DIRECT,57,AUC,93,0.6602930926965261
TrainController,DIRECT,56,AUC,92,0.5537884497621179
TrainController,DIRECT,55,AUC,88,0.5196959348061614
TrainController,DIRECT,68,AUC,117,0.5136487823260635
TrainController,DIRECT,13,AUC,33,0.5065653116020538
TrainController,DIRECT,0,AUC,1,1.0
TrainController,DIRECT,14,AUC,34,0.5209854444392106
TrainController,DIRECT,43,AUC,67,0.5193485326675774
TrainController,DIRECT,42,AUC,66,0.5421239813462716
TrainController,DIRECT,41,AUC,65,0.5061531395732253
TrainController,DIRECT,40,AUC,63,0.5202082057562768
TrainController,DIRECT,39,AUC,62,0.5379433793395827
TrainController,DIRECT,38,AUC,61,0.9965635738831614
TrainController,DIRECT,37,AUC,60,0.6958762886597938
TrainController,DIRECT,36,AUC,59,0.39948453608247425
TrainController,DIRECT,35,AUC,58,0.950171821305842
TrainController,DIRECT,34,AUC,57,0.8900343642611684
TrainController,DIRECT,33,AUC,56,0.582681708982995
TrainController,DIRECT,32,AUC,55,0.6929520508376661
TrainController,DIRECT,31,AUC,54,0.774914089347079
TrainController,DIRECT,15,AUC,35,0.4984690753214942
TrainController,DIRECT,16,AUC,36,0.49827586206896546
TrainController,DIRECT,30,AUC,53,0.5257548636299402
TrainController,DIRECT,27,AUC,49,0.7746967071057191
TrainController,DIRECT,26,AUC,48,0.5125653587074285
TrainController,DIRECT,25,AUC,47,0.49853973338357904
TrainController,DIRECT,24,AUC,46,0.7709416522241478
TrainController,DIRECT,23,AUC,45,0.5149559564746338
TrainController,DIRECT,22,AUC,43,0.8515570934256056
TrainController,DIRECT,21,AUC,42,0.7874493927125505
TrainController,DIRECT,20,AUC,41,0.5637806773752885
TrainController,DIRECT,19,AUC,40,0.9926442121564072
TrainController,DIRECT,18,AUC,38,0.4856681897404494
TrainController,DIRECT,17,AUC,37,0.5586344151867728
TrainController,DIRECT,29,AUC,52,0.5366008761599698
TrainController,DIRECT,28,AUC,50,0.5103455179235951
TrainController,DIRECT,54,AUC,87,0.471830985915493
TrainController,DIRECT,53,AUC,86,0.46256300343869233
TrainController,DIRECT,52,AUC,80,0.4957075227283434
TrainController,DIRECT,51,AUC,79,0.325
TrainController,DIRECT,133,AUC,210,0.9587628865979381
TrainController,DIRECT,116,AUC,189,0.569574638466249
TrainController,DIRECT,103,AUC,171,0.9988505747126437
TrainController,DIRECT,73,AUC,122,1.0
TrainController,DIRECT,75,AUC,127,0.602042017994253
TrainController,DIRECT,45,AUC,70,0.7010309278350516
TrainController,DIRECT,88,AUC,153,0.5510033444816054
TrainController,DIRECT,101,AUC,169,0.6090195016251355
TrainController,DIRECT,100,AUC,168,0.9635627530364372
TrainController,DIRECT,99,AUC,167,0.624434735503321
TrainController,DIRECT,98,AUC,165,0.6235338452117387
TrainController,DIRECT,97,AUC,164,0.608389467238212
TrainController,DIRECT,96,AUC,163,0.5902421216260775
TrainController,DIRECT,95,AUC,162,0.5824344057656978
TrainController,DIRECT,94,AUC,161,0.5858848744641765
TrainController,DIRECT,93,AUC,159,1.0
TrainController,DIRECT,92,AUC,158,0.5335272504592774
TrainController,DIRECT,91,AUC,157,1.0
TrainController,DIRECT,90,AUC,156,1.0
TrainController,DIRECT,74,AUC,125,0.5225634744924396
TrainController,DIRECT,87,AUC,152,0.5469876112864478
TrainController,DIRECT,86,AUC,151,0.6057692307692308
TrainController,DIRECT,85,AUC,150,0.5602301097555231
TrainController,DIRECT,84,AUC,149,0.5873098120495549
TrainController,DIRECT,83,AUC,148,1.0
TrainController,DIRECT,82,AUC,147,0.5668778557633426
TrainController,DIRECT,81,AUC,146,0.5274918743228602
TrainController,DIRECT,80,AUC,141,0.5913608742757548
TrainController,DIRECT,79,AUC,139,0.5440081963352018
TrainController,DIRECT,118,AUC,191,0.5535058175137783
TrainController,DIRECT,81,LAG_NORMALIZED_INVERTED,146,0.7153177257525083
TrainController,DIRECT,132,AUC,205,1.0
TrainController,DIRECT,108,AUC,181,0.6639414802065404
TrainController,DIRECT,50,AUC,76,0.44363841914362423
TrainController,DIRECT,49,AUC,75,0.44673559753167846
TrainController,DIRECT,48,AUC,74,0.44176598049837484
TrainController,DIRECT,47,AUC,72,0.4832304865985209
TrainController,DIRECT,102,AUC,170,1.0
