id,text
DD-11,client regist flight rout event client regist ui middlewar receiv flight rout event notif flight rout creat modifi delet
DD-19,client regist uav configur event client regist ui middlewar receiv notif new uav type configur creat modifi delet
DD-21,client regist uav activ event client regist ui middlewar receiv notif uav instanc activ deactiv
DD-23,coordin specif waypoint specifi use degre longitud latitud use decim degre format
DD-26,activ state onground uav initi activ ground onground state
DD-30,transit onground awaitingtakeoffclear flight plan assign uav onground state transit awaitingtakeoffclear state
DD-32,transit takingoff fli uav takingoff state achiev target altitud transit fli state
DD-75,upload extern creat flight rout flight rout creat extern upload dronolog ui middlewar
DD-84,default sequenc ua vs flight plan default pend flight plansof ua vs servic fcf order
DD-87,remov flight plan queue flight plan unassign uav remov ua vs flight plan queue
DD-113,state activ ua vs state batteri level speed current coordin uav display
DD-118,load save map scale load map scale specifi configur
DD-121,updat uav locat frequenc uav locat updat map current defin uiuavrefreshr
DD-168,exist rout load ui request exist rout ui middlewar ui middlewar respond request ui display exist rout
DD-213,log gc relat event command sent messag receiv cgc log dedic gc log file
DD-352,transmit new rout assign ui middlewar rout assign uav request sent ui middlewar updat assign dronolog
DD-361,gc connect gc middlewar step gc announc gc middlewar provid uniqu id
DD-421,chang color first waypoint waypoint flight rout color differenti start waypoint end waypoint remain intermedi waypoint
DD-445,monitor api dronolog runtim monitor allow publish arbitrari monitor messag subscrib certain messag type
DD-498,mission plan support synchron wait uav execut flight plan reach synchron point follow delay task wait proceed delay specifi second expir
DD-502,specifi flight rout standard format flight rout specifi standard xml flight rout format
DD-506,save flight rout flight rout upload dronolog flight rout manag save uniqu xml file
DD-509,takeoff altitud tag flight rout xml format includ option takeoff altitud tag
DD-512,coordin system convers nvector request coordin system transform coordin transform default represent nvector
DD-514,coordin system convers nvector request coordin transform nvector default represent
DD-518,locat accuraci distanc comput coordin accur meter distanc meter
DD-520,return home singl waypoint uav command return home current flight plan remov new flight plan creat contain singl waypoint repres origin launch coordin
DD-524,waypoint direct hover place uav hover place mode waypoint direct uav sent gc
DD-527,send first waypoint start flight plan start flight plan system send first target waypoint ua vs gc
DD-529,determin waypoint reach comput distanc uav target waypoint thresholdwaypointdist waypoint consid reach
DD-532,check flight plan takeoff altitud takeoff command issu flight schedul execut check prespecifi altitud flight plan
DD-534,use default altitud provid flight plan takeoff altitud prescrib flight plan assign uav current ground systemwid default altitud use target takeoff altitud
DD-536,order list rout mission plan individu uav includ mission plan order flight rout assign
DD-538,wait synchron point uav execut flight plan reach synchron point wait proceed ua vs share same synchron point reach point
DD-542,mission plan predefin flight pattern includ mission plan expand prior use set waypoint synchron point particip ua vs
DD-544,synchron land flight pattern synchron land direct uav synchron final waypoint preced rout ascend descend uniqu altitud synchron fli longitud latitud home coordin synchron descend land altitud
DD-548,flight plan schedul flight rout schedul execut waypoint takeoff altitud identifi use instanti new flight plan
DD-552,automat flight plan assign flight plan assign specif uav flight plan schedul automat assign next avail uav
DD-554,assign next flight plan complet flight flight plan queue uav reach final waypoint current flight plan next flight plan remov queue set current execut flight plan
DD-557,execut flight plan uav uav store current execut flight plan id
DD-560,reassign abort flight plan abort flight plan reassign uav
DD-564,continu origin destin uav receiv evas direct longer close proxim object object avoid system stop send direct uav continu destin
DD-566,onboard obstacl avoid object avoid system retriev state ua vs onboard object avoid statu
DD-568,uav distanc object avoid system comput pairwis distanc ua vs
DD-571,uav type specif assign virtual physic drone associ predefin uavtyp defin basic attribut
DD-573,simul ua vs assign uniqu ds intern simul uav instanti id uniqu ds current activ ua vs
DD-577,support intern simul ua vs system support intern simul ua vs
DD-579,transit inair land uav inair state receiv command land transit land state
DD-583,reject duplic request uav activ present uavid repres current activ uav gc middlewar notifi addit activ perform
DD-585,reject non regist uav present uavid doe repres current regist uav uav activ manag reject activ notifi gc middlewar
DD-588,deactiv physic ua vs uav deactiv schedul flight plan remov ua vs flightplan pool
DD-599,simul takeoff intern simul given takeoff command intern simul infinit acceler uav takeoff altitud correspond current longitud latitud
DD-601,simul travel target respond goto command intern simul continu move step target coordin target reach
DD-603,simul batteri drain simpl simul simul uav flight intern simul reduc batteri second simulatorbatterydrainvolt
DD-606,simul goto nvec simul given goto command nvec simul comput next coordin base normal vector altitud current posit normal vector altitud destin simul uav infinit acceler use numer method hone next coordin simulationsteps meter current posit travel path
